Date,Train_Predictions,Test_Predictions
2019-05-10,0.03644229844212532,
2019-05-11,0.03595501184463501,
2019-05-12,0.03695392981171608,
2019-05-13,0.0389363132417202,
2019-05-14,0.0413995087146759,
2019-05-15,0.044807519763708115,
2019-05-16,0.04877820983529091,
2019-05-17,0.05280669033527374,
2019-05-18,0.05647872015833855,
2019-05-19,0.05952603742480278,
2019-05-20,0.06209077686071396,
2019-05-21,0.06393726170063019,
2019-05-22,0.06501547247171402,
2019-05-23,0.06562893837690353,
2019-05-24,0.06577880680561066,
2019-05-25,0.06557510048151016,
2019-05-26,0.06502415239810944,
2019-05-27,0.06444662809371948,
2019-05-28,0.06400395929813385,
2019-05-29,0.06362584978342056,
2019-05-30,0.06316498667001724,
2019-05-31,0.06274092942476273,
2019-06-01,0.06245040148496628,
2019-06-02,0.06226630136370659,
2019-06-03,0.062273334711790085,
2019-06-04,0.06261786073446274,
2019-06-05,0.06333846598863602,
2019-06-06,0.0641808956861496,
2019-06-07,0.06489845365285873,
2019-06-08,0.0654662624001503,
2019-06-09,0.06577982753515244,
2019-06-10,0.06605690717697144,
2019-06-11,0.06538962572813034,
2019-06-12,0.06409198045730591,
2019-06-13,0.06283990293741226,
2019-06-14,0.06121363490819931,
2019-06-15,0.059145186096429825,
2019-06-16,0.0569472573697567,
2019-06-17,0.054818347096443176,
2019-06-18,0.052888303995132446,
2019-06-19,0.0510818287730217,
2019-06-20,0.04958188533782959,
2019-06-21,0.048518307507038116,
2019-06-22,0.04755953326821327,
2019-06-23,0.046886321157217026,
2019-06-24,0.04650533199310303,
2019-06-25,0.04636678472161293,
2019-06-26,0.04625469818711281,
2019-06-27,0.04601854830980301,
2019-06-28,0.046352192759513855,
2019-06-29,0.047018107026815414,
2019-06-30,0.047574080526828766,
2019-07-01,0.04828980937600136,
2019-07-02,0.04902593046426773,
2019-07-03,0.04950813576579094,
2019-07-04,0.04951081797480583,
2019-07-05,0.0491863377392292,
2019-07-06,0.04870634898543358,
2019-07-07,0.04819757863879204,
2019-07-08,0.04774906858801842,
2019-07-09,0.04737945646047592,
2019-07-10,0.04698966071009636,
2019-07-11,0.04665127396583557,
2019-07-12,0.046710055321455,
2019-07-13,0.0467740036547184,
2019-07-14,0.04671269655227661,
2019-07-15,0.047081660479307175,
2019-07-16,0.04763001576066017,
2019-07-17,0.04880500212311745,
2019-07-18,0.050409357994794846,
2019-07-19,0.05227670073509216,
2019-07-20,0.05407818406820297,
2019-07-21,0.055763695389032364,
2019-07-22,0.05710733309388161,
2019-07-23,0.05788459628820419,
2019-07-24,0.05823511630296707,
2019-07-25,0.058457132428884506,
2019-07-26,0.058547068387269974,
2019-07-27,0.058802321553230286,
2019-07-28,0.058730948716402054,
2019-07-29,0.05839497968554497,
2019-07-30,0.05794228985905647,
2019-07-31,0.05716013163328171,
2019-08-01,0.0562564916908741,
2019-08-02,0.05537555366754532,
2019-08-03,0.05457413196563721,
2019-08-04,0.05381033197045326,
2019-08-05,0.0531839057803154,
2019-08-06,0.052718330174684525,
2019-08-07,0.052427057176828384,
2019-08-08,0.05227525159716606,
2019-08-09,0.05223368853330612,
2019-08-10,0.05230994522571564,
2019-08-11,0.052533168345689774,
2019-08-12,0.052755244076251984,
2019-08-13,0.05294153094291687,
2019-08-14,0.05253704637289047,
2019-08-15,0.05236212536692619,
2019-08-16,0.05157845839858055,
2019-08-17,0.0503791943192482,
2019-08-18,0.04888102412223816,
2019-08-19,0.04765038564801216,
2019-08-20,0.04656236991286278,
2019-08-21,0.04569823294878006,
2019-08-22,0.04512505978345871,
2019-08-23,0.044784221798181534,
2019-08-24,0.04446016997098923,
2019-08-25,0.04421395808458328,
2019-08-26,0.04376303404569626,
2019-08-27,0.04318408668041229,
2019-08-28,0.042615629732608795,
2019-08-29,0.042404308915138245,
2019-08-30,0.04244694113731384,
2019-08-31,0.04264368116855621,
2019-09-01,0.04291844740509987,
2019-09-02,0.04320022091269493,
2019-09-03,0.04348306730389595,
2019-09-04,0.043787844479084015,
2019-09-05,0.04408063739538193,
2019-09-06,0.044201549142599106,
2019-09-07,0.04418494552373886,
2019-09-08,0.04418410733342171,
2019-09-09,0.04382399842143059,
2019-09-10,0.04286162182688713,
2019-09-11,0.04145841300487518,
2019-09-12,0.03995569050312042,
2019-09-13,0.03859436511993408,
2019-09-14,0.03671935200691223,
2019-09-15,0.03481203690171242,
2019-09-16,0.03310951590538025,
2019-09-17,0.03173470124602318,
2019-09-18,0.03051183372735977,
2019-09-19,0.030010640621185303,
2019-09-20,0.029993601143360138,
2019-09-21,0.030148889869451523,
2019-09-22,0.03027479536831379,
2019-09-23,0.030594967305660248,
2019-09-24,0.031220344826579094,
2019-09-25,0.03400147333741188,
2019-09-26,0.03794598579406738,
2019-09-27,0.04218800365924835,
2019-09-28,0.04593180492520332,
2019-09-29,0.04886340722441673,
2019-09-30,0.05095492675900459,
2019-10-01,0.0523255430161953,
2019-10-02,0.05305047333240509,
2019-10-03,0.053271785378456116,
2019-10-04,0.05310865864157677,
2019-10-05,0.05274762585759163,
2019-10-06,0.052258946001529694,
2019-10-07,0.0517302043735981,
2019-10-08,0.05131023749709129,
2019-10-09,0.05097934976220131,
2019-10-10,0.05077490583062172,
2019-10-11,0.05067658796906471,
2019-10-12,0.05062911659479141,
2019-10-13,0.05060744285583496,
2019-10-14,0.05062590911984444,
2019-10-15,0.05065282806754112,
2019-10-16,0.05076846852898598,
2019-10-17,0.05093184486031532,
2019-10-18,0.051037829369306564,
2019-10-19,0.05073463171720505,
2019-10-20,0.05031859502196312,
2019-10-21,0.04989635571837425,
2019-10-22,0.049523185938596725,
2019-10-23,0.04912256821990013,
2019-10-24,0.04878314957022667,
2019-10-25,0.04626297950744629,
2019-10-26,0.04329202324151993,
2019-10-27,0.04037562012672424,
2019-10-28,0.037900324910879135,
2019-10-29,0.03596885874867439,
2019-10-30,0.034543149173259735,
2019-10-31,0.03363271430134773,
2019-11-01,0.03315746784210205,
2019-11-02,0.03300612047314644,
2019-11-03,0.03303181752562523,
2019-11-04,0.03314352408051491,
2019-11-05,0.03336209058761597,
2019-11-06,0.03365060314536095,
2019-11-07,0.03377660736441612,
2019-11-08,0.0338640920817852,
2019-11-09,0.03394070267677307,
2019-11-10,0.03397328034043312,
2019-11-11,0.034004952758550644,
2019-11-12,0.03405826911330223,
2019-11-13,0.0341087281703949,
2019-11-14,0.03415296599268913,
2019-11-15,0.034021809697151184,
2019-11-16,0.03376319631934166,
2019-11-17,0.03344256058335304,
2019-11-18,0.03304043039679527,
2019-11-19,0.03270818293094635,
2019-11-20,0.03252439200878143,
2019-11-21,0.03252517804503441,
2019-11-22,0.03293430060148239,
2019-11-23,0.0333574041724205,
2019-11-24,0.03374244645237923,
2019-11-25,0.033834874629974365,
2019-11-26,0.033754684031009674,
2019-11-27,0.033489570021629333,
2019-11-28,0.03336343541741371,
2019-11-29,0.033283740282058716,
2019-11-30,0.03338248282670975,
2019-12-01,0.033606987446546555,
2019-12-02,0.033882468938827515,
2019-12-03,0.034233175218105316,
2019-12-04,0.03457702696323395,
2019-12-05,0.03480539098381996,
2019-12-06,0.03489933907985687,
2019-12-07,0.03489551693201065,
